Average,City,Code,Direction,Full,Location,Maximum,Minimum,Month,Precipitation,Speed,State,Week of,Year
28,Toledo,TOL,21,12/11/2016,"Toledo, OH",33,23,12,1.22,10.27,Ohio,11,2016
29,Youngstown/Warren,YNG,21,12/11/2016,"Youngstown/Warren, OH",34,24,12,1.09,10.2,Ohio,11,2016
33,Gage,GAG,18,12/11/2016,"Gage, OK",42,23,12,0,10.12,Oklahoma,11,2016
37,Oklahoma City,OKC,15,12/11/2016,"Oklahoma City, OK",45,28,12,0,10.94,Oklahoma,11,2016
33,Ponca City,PNC,16,12/11/2016,"Ponca City, OK",43,22,12,0,7.64,Oklahoma,11,2016
36,Tulsa,TUL,19,12/11/2016,"Tulsa, OK",44,28,12,0,7.97,Oklahoma,11,2016
40,Astoria,AST,13,12/11/2016,"Astoria, OR",45,35,12,3.58,7.31,Oregon,11,2016
22,Burns,BNO,16,12/11/2016,"Burns, OR",31,12,12,0.47,3.84,Oregon,11,2016
38,Eugene,EUG,15,12/11/2016,"Eugene, OR",42,34,12,2.22,6.58,Oregon,11,2016
39,Medford,MFR,15,12/11/2016,"Medford, OR",45,32,12,0.86,2.01,Oregon,11,2016
22,Pendleton,PDT,16,12/11/2016,"Pendleton, OR",30,15,12,0.54,3.34,Oregon,11,2016
36,Portland,PDX,16,12/11/2016,"Portland, OR",40,32,12,1.75,10.52,Oregon,11,2016
24,Redmond,RDM,23,12/11/2016,"Redmond, OR",34,13,12,0.51,2.51,Oregon,11,2016
38,Salem,SLE,25,12/11/2016,"Salem, OR",43,33,12,2.38,6.55,Oregon,11,2016
33,Allentown,ABE,22,12/11/2016,"Allentown, PA",41,25,12,0.71,5.77,Pennsylvania,11,2016
33,Erie,ERI,22,12/11/2016,"Erie, PA",37,28,12,1.23,12,Pennsylvania,11,2016
35,Harrisburg,MDT,24,12/11/2016,"Harrisburg, PA",41,29,12,0.9,6.58,Pennsylvania,11,2016
38,Philadelphia,PHL,23,12/11/2016,"Philadelphia, PA",43,32,12,0.91,8.12,Pennsylvania,11,2016
32,Pittsburgh,PIT,22,12/11/2016,"Pittsburgh, PA",36,27,12,0.78,8.07,Pennsylvania,11,2016
32,Wilkes-Barre/Scranton,AVP,21,12/11/2016,"Wilkes-Barre/Scranton, PA",38,26,12,0.48,5.12,Pennsylvania,11,2016
35,Williamsport,IPT,22,12/11/2016,"Williamsport, PA",40,28,12,0.7,6.15,Pennsylvania,11,2016
82,San Juan,SJU,8,12/11/2016,"San Juan, PR",86,77,12,0.65,8.07,Puerto Rico,11,2016
33,Providence,PVD,20,12/11/2016,"Providence, RI",39,26,12,0.34,5.11,Rhode Island,11,2016
43,Anderson,AND,10,12/11/2016,"Anderson, SC",50,35,12,0.61,3.12,South Carolina,11,2016
53,Charleston,CHS,21,12/11/2016,"Charleston, SC",63,42,12,4.06,4.82,South Carolina,11,2016
46,Columbia,CAE,14,12/11/2016,"Columbia, SC",54,37,12,1.24,2.7,South Carolina,11,2016
41,Greer,GSP,16,12/11/2016,"Greer, SC",49,33,12,0.6,3.42,South Carolina,11,2016
8,Aberdeen,ABR,27,12/11/2016,"Aberdeen, SD",16,0,12,0.2,13.27,South Dakota,11,2016
10,Huron,HON,28,12/11/2016,"Huron, SD",19,1,12,0.43,13.28,South Dakota,11,2016
8,Pierre,PIR,24,12/11/2016,"Pierre, SD",15,2,12,0.19,16.87,South Dakota,11,2016
9,Rapid City,RAP,18,12/11/2016,"Rapid City, SD",17,0,12,0.03,10.14,South Dakota,11,2016
15,Sioux Falls,FSD,26,12/11/2016,"Sioux Falls, SD",23,7,12,0.29,12.32,South Dakota,11,2016
38,Bristol/Jhnsn Cty/Kngsprt,TRI,21,12/11/2016,"Bristol/Jhnsn Cty/Kngsprt, TN",46,29,12,1.15,3.22,Tennessee,11,2016
42,Chattanooga,CHA,22,12/11/2016,"Chattanooga, TN",50,34,12,1.47,4.95,Tennessee,11,2016
35,Clarksville,CKV,24,12/11/2016,"Clarksville, TN",43,27,12,1.35,6.54,Tennessee,11,2016
35,Crossville,CSV,18,12/11/2016,"Crossville, TN",43,27,12,1.97,5,Tennessee,11,2016
41,Knoxville,TYS,13,12/11/2016,"Knoxville, TN",48,33,12,1.27,3.95,Tennessee,11,2016
40,Memphis,MEM,15,12/11/2016,"Memphis, TN",47,33,12,1.88,6.95,Tennessee,11,2016
39,Nashville,BNA,24,12/11/2016,"Nashville, TN",47,30,12,0.74,6.62,Tennessee,11,2016
40,Oak Ridge,OQT,15,12/11/2016,"Oak Ridge, TN",48,31,12,1.83,1.2,Tennessee,11,2016
42,Abilene,ABI,16,12/11/2016,"Abilene, TX",50,33,12,0.2,9.27,Texas,11,2016
36,Amarillo,AMA,14,12/11/2016,"Amarillo, TX",48,23,12,0,9.67,Texas,11,2016
46,Austin/Bergstrom,AUS,15,12/11/2016,"Austin/Bergstrom, TX",55,38,12,0.56,8.41,Texas,11,2016
48,Austin/City,ATT,15,12/11/2016,"Austin/City, TX",54,40,12,0.65,3.51,Texas,11,2016
53,Beaumont/Port Arthur,BPT,13,12/11/2016,"Beaumont/Port Arthur, TX",62,45,12,1.08,8.7,Texas,11,2016
59,Brownsville,BRO,25,12/11/2016,"Brownsville, TX",70,48,12,0.96,9.52,Texas,11,2016
39,Childress,CDS,12,12/11/2016,"Childress, TX",48,29,12,0,8.94,Texas,11,2016
50,College Station,CLL,19,12/11/2016,"College Station, TX",57,42,12,0.65,7.71,Texas,11,2016
55,Corpus Christi,CRP,13,12/11/2016,"Corpus Christi, TX",63,47,12,0.15,9.94,Texas,11,2016
34,Dalhart,DHT,12,12/11/2016,"Dalhart, TX",49,20,12,0,7.01,Texas,11,2016
46,Dallas,DAL,13,12/11/2016,"Dallas, TX",52,39,12,0.09,7.55,Texas,11,2016
44,Dallas-Fort Worth,DFW,12,12/11/2016,"Dallas-Fort Worth, TX",51,36,12,0.15,8.42,Texas,11,2016
48,Del Rio,DRT,20,12/11/2016,"Del Rio, TX",54,41,12,0.73,5.2,Texas,11,2016
48,El Paso,ELP,17,12/11/2016,"El Paso, TX",58,37,12,0,5.54,Texas,11,2016
44,Fort Worth,FTW,17,12/11/2016,"Fort Worth, TX",52,37,12,0.12,7.42,Texas,11,2016
58,Galveston,GLS,13,12/11/2016,"Galveston, TX",64,50,12,0.91,12.98,Texas,11,2016
54,Houston,HOU,13,12/11/2016,"Houston, TX",61,46,12,0.97,8.98,Texas,11,2016
39,Lubbock,LBB,15,12/11/2016,"Lubbock, TX",50,27,12,0,9.41,Texas,11,2016
43,Midland,MAF,14,12/11/2016,"Midland, TX",53,33,12,0.02,8.32,Texas,11,2016
44,San Angelo,SJT,17,12/11/2016,"San Angelo, TX",54,34,12,0.31,7.9,Texas,11,2016
48,San Antonio,SAT,15,12/11/2016,"San Antonio, TX",55,41,12,0.32,6.45,Texas,11,2016
54,Victoria,VCT,13,12/11/2016,"Victoria, TX",62,45,12,0.66,8.28,Texas,11,2016
46,Waco,ACT,21,12/11/2016,"Waco, TX",53,38,12,0.2,7.5,Texas,11,2016
39,Wichita Falls,SPS,10,12/11/2016,"Wichita Falls, TX",49,29,12,0,10.44,Texas,11,2016
33,Salt Lake City,SLC,23,12/11/2016,"Salt Lake City, UT",39,25,12,0.73,2.27,Utah,11,2016
38,Blacksburg,BCB,20,12/11/2016,"Blacksburg, VA",45,30,12,1.67,6.08,VA,11,2016
29,Burlington,BTV,20,12/11/2016,"Burlington, VT",33,24,12,0.31,6.54,Vermont,11,2016
37,Lynchburg,LYH,20,12/11/2016,"Lynchburg, VA",45,28,12,1.41,2.37,Virginia,11,2016
43,Norfolk,ORF,20,12/11/2016,"Norfolk, VA",49,36,12,1.61,5.41,Virginia,11,2016
39,Richmond,RIC,25,12/11/2016,"Richmond, VA",46,32,12,1.46,5.32,Virginia,11,2016
38,Roanoke,ROA,20,12/11/2016,"Roanoke, VA",45,30,12,1.67,6.08,Virginia,11,2016
39,Wallops Island,WAL,25,12/11/2016,"Wallops Island, VA",47,31,12,2.66,6.74,Virginia,11,2016
40,Washington,DCA,25,12/11/2016,"Washington, VA",46,34,12,1.21,7.24,Virginia,11,2016
22,Deer Park,DEW,6,12/11/2016,"Deer Park, WA",26,16,12,0.26,6.44,Washington,11,2016
21,Ephrata,EPH,25,12/11/2016,"Ephrata, WA",26,16,12,0.19,7.32,Washington,11,2016
34,Olympia,OLM,13,12/11/2016,"Olympia, WA",39,28,12,2.29,6.07,Washington,11,2016
35,Quillayute,UIL,9,12/11/2016,"Quillayute, WA",40,30,12,3.29,6.02,Washington,11,2016
36,Seattle,SEA,11,12/11/2016,"Seattle, WA",39,32,12,0.91,10.81,Washington,11,2016
22,Spokane,GEG,9,12/11/2016,"Spokane, WA",26,17,12,0.33,6.2,Washington,11,2016
24,Yakima,YKM,28,12/11/2016,"Yakima, WA",31,18,12,0.33,2.75,Washington,11,2016
32,Beckley,BKW,25,12/11/2016,"Beckley, WV",38,26,12,0.72,6.91,West Virginia,11,2016
37,Charleston,CRW,24,12/11/2016,"Charleston, WV",43,30,12,0.28,4.21,West Virginia,11,2016
31,Elkins,EKN,23,12/11/2016,"Elkins, WV",37,24,12,0.98,5.08,West Virginia,11,2016
36,Huntington,HTS,18,12/11/2016,"Huntington, WV",42,31,12,0.75,3.35,West Virginia,11,2016
27,Green Bay,GRB,22,12/11/2016,"Green Bay, WI",31,22,12,0.3,9.87,Wisconsin,11,2016
24,La Crosse,LSE,26,12/11/2016,"La Crosse, WI",28,19,12,0.55,8.5,Wisconsin,11,2016
23,Madison,MSN,22,12/11/2016,"Madison, WI",26,19,12,0.46,5.84,Wisconsin,11,2016
27,Milwaukee,MKE,24,12/11/2016,"Milwaukee, WI",31,23,12,0.53,9.32,Wisconsin,11,2016
6,Casper,CPR,25,12/11/2016,"Casper, WY",20,-8,12,0.45,4.91,Wyoming,11,2016
19,Cheyenne,CYS,27,12/11/2016,"Cheyenne, WY",31,6,12,0.12,10.21,Wyoming,11,2016
14,Lander,LND,22,12/11/2016,"Lander, WY",24,3,12,0.04,2.55,Wyoming,11,2016
16,Rawlins,RWL,22,12/11/2016,"Rawlins, WY",28,4,12,0.08,13.38,Wyoming,11,2016
9,Sheridan,SHR,26,12/11/2016,"Sheridan, WY",19,-1,12,0.2,5.08,Wyoming,11,2016
50,Birmingham,BHM,17,12/18/2016,"Birmingham, AL",60,39,12,0.48,6.47,Alabama,18,2016
47,Huntsville,HSV,14,12/18/2016,"Huntsville, AL",58,36,12,1.29,8.91,Alabama,18,2016
59,Mobile,MOB,20,12/18/2016,"Mobile, AL",70,49,12,3.19,7.81,Alabama,18,2016
57,Montgomery,MGM,24,12/18/2016,"Montgomery, AL",67,45,12,1.59,5.48,Alabama,18,2016
17,Anchorage,ANC,15,12/18/2016,"Anchorage, AK",22,10,12,0.33,3.9,Alaska,18,2016
29,Annette,ANN,21,12/18/2016,"Annette, AK",37,21,12,1.43,4.8,Alaska,18,2016
23,Bethel,BET,9,12/18/2016,"Bethel, AK",29,17,12,0.17,9.74,Alaska,18,2016
-2,Bettles,BTT,25,12/18/2016,"Bettles, AK",2,-8,12,0.19,2.15,Alaska,18,2016
37,Cold Bay,CDB,16,12/18/2016,"Cold Bay, AK",41,33,12,2.11,20.1,Alaska,18,2016
21,Cordova,CDV,9,12/18/2016,"Cordova, AK",27,14,12,1.88,3.4,Alaska,18,2016
-1,Delta Junction/Ft Greely,BIG,11,12/18/2016,"Delta Junction/Ft Greely, AK",4,-8,12,0.05,11.58,Alaska,18,2016
-9,Fairbanks,FAI,8,12/18/2016,"Fairbanks, AK",-1,-18,12,0.28,0.54,Alaska,18,2016
-13,Gulkana,GKN,19,12/18/2016,"Gulkana, AK",-5,-21,12,0,0.91,Alaska,18,2016
60,Gustavus,GST,27,12/18/2016,"Gustavus, AK",60,60,12,0,5.08,Alaska,18,2016
29,Homer,HOM,7,12/18/2016,"Homer, AK",36,22,12,0.51,4.37,Alaska,18,2016
27,Iliamna,ILI,10,12/18/2016,"Iliamna, AK",31,22,12,0.41,6.35,Alaska,18,2016
19,Juneau,JNU,14,12/18/2016,"Juneau, AK",26,11,12,1.25,5.22,Alaska,18,2016
13,Kenai,ENA,5,12/18/2016,"Kenai, AK",22,4,12,0.13,8.8,Alaska,18,2016
28,Ketchikan,KTN,24,12/18/2016,"Ketchikan, AK",33,22,12,2.63,6.95,Alaska,18,2016
30,King Salmon,AKN,11,12/18/2016,"King Salmon, AK",37,23,12,0.14,8.32,Alaska,18,2016
33,Kodiak,ADQ,20,12/18/2016,"Kodiak, AK",39,28,12,1.3,3.78,Alaska,18,2016
17,Kotzebue,OTZ,10,12/18/2016,"Kotzebue, AK",20,13,12,0.05,19.32,Alaska,18,2016
5,Mc Grath,MCG,22,12/18/2016,"Mc Grath, AK",11,-1,12,0.07,0.81,Alaska,18,2016
24,Nome,OME,8,12/18/2016,"Nome, AK",28,20,12,0.31,15.32,Alaska,18,2016
-21,Northway,ORT,16,12/18/2016,"Northway, AK",-15,-28,12,0,0.2,Alaska,18,2016
15,Palmer,PAQ,26,12/18/2016,"Palmer, AK",23,7,12,0.05,6.14,Alaska,18,2016
60,Petersburg,PSG,22,12/18/2016,"Petersburg, AK",60,60,12,0,1.6,Alaska,18,2016
60,Shemya,SYA,26,12/18/2016,"Shemya, AK",60,60,12,0,16.4,Alaska,18,2016
33,Sitka,SIT,14,12/18/2016,"Sitka, AK",39,26,12,2.33,4.84,Alaska,18,2016
21,Skagway,SGY,6,12/18/2016,"Skagway, AK",25,17,12,0.9,13.37,Alaska,18,2016
39,St Paul Island,SNP,15,12/18/2016,"St Paul Island, AK",41,36,12,0.9,22.67,Alaska,18,2016
13,Talkeetna,TKA,6,12/18/2016,"Talkeetna, AK",20,6,12,0.43,4.12,Alaska,18,2016
-3,Tanana,TAL,9,12/18/2016,"Tanana, AK",1,-9,12,0,5.1,Alaska,18,2016
60,Unalakleet,UNK,7,12/18/2016,"Unalakleet, AK",60,60,12,0,21.38,Alaska,18,2016
8,Utqiagvik (Barrow),BRW,12,12/18/2016,"Utqiagvik (Barrow), AK",17,0,12,0.04,12.6,Alaska,18,2016
60,Wrangell,WRG,24,12/18/2016,"Wrangell, AK",60,60,12,0,5.12,Alaska,18,2016
23,Yakutat,YAK,7,12/18/2016,"Yakutat, AK",29,15,12,2.56,2.15,Alaska,18,2016
51,Douglas Bisbee,DUG,25,12/18/2016,"Douglas Bisbee, AZ",70,31,12,0.04,4.57,Arizona,18,2016
48,Kingman,IGM,18,12/18/2016,"Kingman, AZ",59,36,12,0.04,8.07,Arizona,18,2016
61,Phoenix,PHX,12,12/18/2016,"Phoenix, AZ",71,49,12,0.1,3.78,Arizona,18,2016
59,Tucson,TUS,19,12/18/2016,"Tucson, AZ",73,44,12,0.2,4.24,Arizona,18,2016
43,Winslow,INW,22,12/18/2016,"Winslow, AZ",58,29,12,0.1,7.58,Arizona,18,2016
37,Fort Smith,FSM,21,12/18/2016,"Fort Smith, AR",45,27,12,0,6.05,Arkansas,18,2016
33,Harrison,HRO,23,12/18/2016,"Harrison, AR",44,22,12,0,5.44,Arkansas,18,2016
41,North Little Rock,LZK,0,12/18/2016,"North Little Rock, AR",50,31,12,0.15,0,Arkansas,18,2016
52,Bakersfield,BFL,18,12/18/2016,"Bakersfield, CA",61,43,12,0.36,2.18,California,18,2016
42,Bishop,BIH,26,12/18/2016,"Bishop, CA",58,26,12,0.06,4.47,California,18,2016
49,Concord,CCR,14,12/18/2016,"Concord, CA",56,41,12,1.07,4.54,California,18,2016
45,Eureka,EKA,0,12/18/2016,"Eureka, CA",53,37,12,3.73,0,California,18,2016
50,Fresno,FAT,22,12/18/2016,"Fresno, CA",57,42,12,1.62,3.72,California,18,2016
51,Hayward,HWD,11,12/18/2016,"Hayward, CA",58,44,12,0.86,5.75,California,18,2016
57,Long Beach,LGB,26,12/18/2016,"Long Beach, CA",64,50,12,0.78,3.6,California,18,2016
57,Los Angeles,LAX,26,12/18/2016,"Los Angeles, CA",63,51,12,0.75,5.41,California,18,2016
46,Red Bluff,RBL,28,12/18/2016,"Red Bluff, CA",54,38,12,1.6,8.91,California,18,2016
46,Redding,RDD,29,12/18/2016,"Redding, CA",54,38,12,2.96,6.92,California,18,2016
47,Sacramento,SAC,27,12/18/2016,"Sacramento, CA",55,40,12,2.13,4.25,California,18,2016
50,Salinas,SNS,19,12/18/2016,"Salinas, CA",58,42,12,0.82,5.07,California,18,2016
58,San Diego,SAN,30,12/18/2016,"San Diego, CA",65,51,12,1.32,3.02,California,18,2016
51,San Francisco,SFO,15,12/18/2016,"San Francisco, CA",56,46,12,1.54,7.04,California,18,2016
46,Sandberg,SDB,25,12/18/2016,"Sandberg, CA",53,39,12,0.26,12.8,California,18,2016
52,Santa Barbara,SBA,19,12/18/2016,"Santa Barbara, CA",60,44,12,1.53,2.75,California,18,2016
51,Santa Maria,SMX,26,12/18/2016,"Santa Maria, CA",59,41,12,0.93,3.45,California,18,2016
48,Stockton,SCK,26,12/18/2016,"Stockton, CA",55,40,12,0.82,5.87,California,18,2016
29,Alamosa,ALS,22,12/18/2016,"Alamosa, CO",45,12,12,0.34,6.25,Colorado,18,2016
24,Colorado Springs,COS,18,12/18/2016,"Colorado Springs, CO",42,6,12,0.29,4.02,Colorado,18,2016
16,Craig,CAG,19,12/18/2016,"Craig, CO",29,2,12,0.39,3.7,Colorado,18,2016
20,Denver,DEN,11,12/18/2016,"Denver, CO",35,5,12,0.63,4.04,Colorado,18,2016
33,Grand Junction,GJT,10,12/18/2016,"Grand Junction, CO",42,23,12,0.31,3.38,Colorado,18,2016
23,Pueblo,PUB,17,12/18/2016,"Pueblo, CO",42,4,12,0.23,3.61,Colorado,18,2016
35,Bridgeport,BDR,26,12/18/2016,"Bridgeport, CT",42,28,12,1.53,7.7,Connecticut,18,2016
29,Windsor Locks,BDL,22,12/18/2016,"Windsor Locks, CT",36,21,12,1.34,5.64,Connecticut,18,2016
35,Wilmington,ILG,25,12/18/2016,"Wilmington, DE",42,26,12,1.09,6.87,Delaware,18,2016
69,Daytona Beach,DAB,21,12/18/2016,"Daytona Beach, FL",79,58,12,0.01,3.67,Florida,18,2016
77,Fort Lauderdale,FLL,16,12/18/2016,"Fort Lauderdale, FL",82,71,12,0.02,7.68,Florida,18,2016
67,Gainesville,GNV,21,12/18/2016,"Gainesville, FL",79,54,12,0,4.38,Florida,18,2016
64,Jacksonville,JAX,21,12/18/2016,"Jacksonville, FL",76,52,12,0.09,4.52,Florida,18,2016
78,Key West,EYW,16,12/18/2016,"Key West, FL",82,74,12,0.01,7.67,Florida,18,2016
78,Miami,MIA,16,12/18/2016,"Miami, FL",84,72,12,0.04,6.45,Florida,18,2016
71,Orlando,MCO,22,12/18/2016,"Orlando, FL",82,60,12,0.19,4.64,Florida,18,2016
63,Pensacola,PNS,25,12/18/2016,"Pensacola, FL",73,52,12,2.87,7.3,Florida,18,2016
64,Tallahassee,TLH,21,12/18/2016,"Tallahassee, FL",73,54,12,0.53,3.95,Florida,18,2016
72,Tampa,TPA,21,12/18/2016,"Tampa, FL",80,64,12,0.04,3.98,Florida,18,2016
73,Vero Beach,VRB,19,12/18/2016,"Vero Beach, FL",81,64,12,0.19,5.68,Florida,18,2016
75,West Palm Beach,PBI,18,12/18/2016,"West Palm Beach, FL",82,68,12,0.05,7.85,Florida,18,2016
60,Alma,AMG,21,12/18/2016,"Alma, GA",70,48,12,0.17,3.82,Georgia,18,2016
45,Athens,AHN,19,12/18/2016,"Athens, GA",55,35,12,0.18,3.92,Georgia,18,2016
47,Atlanta,ATL,21,12/18/2016,"Atlanta, GA",58,36,12,0.2,7.5,Georgia,18,2016
53,Augusta,AGS,25,12/18/2016,"Augusta, GA",64,48,12,1.25,4.25,Georgia,18,2016
54,Macon,MCN,22,12/18/2016,"Macon, GA",66,42,12,1.24,4.52,Georgia,18,2016
59,Savannah,SAV,21,12/18/2016,"Savannah, GA",69,47,12,0.49,5.25,Georgia,18,2016
71,Hilo,ITO,28,12/18/2016,"Hilo, HI",77,65,12,4.98,2.12,Hawaii,18,2016
72,Honolulu,HNL,18,12/18/2016,"Honolulu, HI",79,64,12,0.11,7.01,Hawaii,18,2016
73,Kahului,OGG,11,12/18/2016,"Kahului, HI",80,66,12,0.18,6.32,Hawaii,18,2016
70,Kaunakakai,MKK,17,12/18/2016,"Kaunakakai, HI",78,63,12,0.23,8.05,Hawaii,18,2016
71,Lihue,LIH,18,12/18/2016,"Lihue, HI",78,63,12,0.06,8.35,Hawaii,18,2016
24,Boise,BOI,23,12/18/2016,"Boise, ID",31,16,12,0.43,4.34,Idaho,18,2016
20,Lewiston,LWS,20,12/18/2016,"Lewiston, ID",25,14,12,0.72,2.47,Idaho,18,2016
20,Pocatello,PIH,22,12/18/2016,"Pocatello, ID",29,11,12,1.32,6.18,Idaho,18,2016
12,Chicago,ORD,26,12/18/2016,"Chicago, IL",20,4,12,0.28,10.61,Illinois,18,2016
13,Moline,MLI,26,12/18/2016,"Moline, IL",20,4,12,0.17,8.52,Illinois,18,2016
16,Peoria,PIA,27,12/18/2016,"Peoria, IL",24,8,12,0.12,6.54,Illinois,18,2016
16,Quincy,UIN,23,12/18/2016,"Quincy, IL",23,8,12,0.01,7.61,Illinois,18,2016
9,Rockford,RFD,26,12/18/2016,"Rockford, IL",17,0,12,0.34,8.34,Illinois,18,2016
19,Springfield,SPI,28,12/18/2016,"Springfield, IL",27,11,12,0.09,8,Illinois,18,2016
30,Evansville,EVV,25,12/18/2016,"Evansville, IN",40,20,12,0.98,5.94,Indiana,18,2016
16,Fort Wayne,FWA,25,12/18/2016,"Fort Wayne, IN",25,6,12,0.16,9.18,Indiana,18,2016
19,Indianapolis,IND,27,12/18/2016,"Indianapolis, IN",27,11,12,0.66,7.97,Indiana,18,2016
13,South Bend,SBN,26,12/18/2016,"South Bend, IN",22,4,12,0.28,8.44,Indiana,18,2016
7,Cedar Rapids,CID,27,12/18/2016,"Cedar Rapids, IA",15,-1,12,0.1,8.87,Iowa,18,2016
12,Des Moines,DSM,25,12/18/2016,"Des Moines, IA",20,3,12,0.08,7.32,Iowa,18,2016
5,Dubuque,DBQ,26,12/18/2016,"Dubuque, IA",13,-3,12,0.27,9.22,Iowa,18,2016
10,Sioux City,SUX,23,12/18/2016,"Sioux City, IA",21,-1,12,0.16,8.42,Iowa,18,2016
4,Waterloo,ALO,25,12/18/2016,"Waterloo, IA",12,-3,12,0.2,8.32,Iowa,18,2016
18,Concordia,CNK,20,12/18/2016,"Concordia, KS",26,8,12,0.07,8.27,Kansas,18,2016
18,Dodge City,DDC,14,12/18/2016,"Dodge City, KS",29,6,12,0.08,9.07,Kansas,18,2016
15,Goodland,GLD,16,12/18/2016,"Goodland, KS",26,2,12,0.12,8.22,Kansas,18,2016
22,Medicine Lodge,P28,14,12/18/2016,"Medicine Lodge, KS",34,10,12,0.07,7.02,Kansas,18,2016
20,Topeka,TOP,23,12/18/2016,"Topeka, KS",28,12,12,0.17,6.97,Kansas,18,2016
23,Wichita,ICT,14,12/18/2016,"Wichita, KS",32,13,12,0.11,8.7,Kansas,18,2016
28,Covington,CVG,26,12/18/2016,"Covington, KY",36,19,12,2.36,8.58,Kentucky,18,2016
37,Jackson,JKL,22,12/18/2016,"Jackson, KY",47,27,12,2.86,2.98,Kentucky,18,2016
34,Lexington,LEX,22,12/18/2016,"Lexington, KY",43,23,12,2.35,8.8,Kentucky,18,2016
33,Louisville,SDF,22,12/18/2016,"Louisville, KY",42,24,12,2.71,8.18,Kentucky,18,2016
34,Paducah,PAH,16,12/18/2016,"Paducah, KY",44,23,12,2.61,6.97,Kentucky,18,2016
61,Baton Rouge,BTR,20,12/18/2016,"Baton Rouge, LA",72,50,12,1.91,7.3,Louisiana,18,2016
62,Lake Charles,LCH,12,12/18/2016,"Lake Charles, LA",70,52,12,0.4,9.25,Louisiana,18,2016
63,New Orleans,MSY,20,12/18/2016,"New Orleans, LA",72,53,12,1.98,7.58,Louisiana,18,2016
51,Shreveport,SHV,13,12/18/2016,"Shreveport, LA",60,41,12,0.19,8.24,Louisiana,18,2016
61,Slidell,ASD,20,12/18/2016,"Slidell, LA",72,50,12,1.28,6.2,Louisiana,18,2016
14,Bangor,BGR,25,12/18/2016,"Bangor, ME",25,2,12,0.97,5.05,Maine,18,2016
8,Caribou,CAR,20,12/18/2016,"Caribou, ME",18,-1,12,0.93,4.97,Maine,18,2016
21,Portland,PWM,29,12/18/2016,"Portland, ME",30,12,12,1.68,6.38,Maine,18,2016
35,Baltimore,BWI,24,12/18/2016,"Baltimore, MD",43,26,12,0.77,6.04,Maryland,18,2016
39,Salisbury,SBY,23,12/18/2016,"Salisbury, MD",49,28,12,0.73,6.34,Maryland,18,2016
31,Boston,BOS,24,12/18/2016,"Boston, MA",39,23,12,1.06,10.54,Massachusetts,18,2016
29,Milton,MQE,23,12/18/2016,"Milton, MA",37,20,12,1,11.4,Massachusetts,18,2016
26,Worcester,ORH,25,12/18/2016,"Worcester, MA",33,17,12,1.36,10.74,Massachusetts,18,2016
17,Alpena,APN,26,12/18/2016,"Alpena, MI",22,11,12,0.54,8.24,Michigan,18,2016
18,Detroit,DTW,25,12/18/2016,"Detroit, MI",25,12,12,0.32,9.24,Michigan,18,2016
16,Flint,FNT,25,12/18/2016,"Flint, MI",22,10,12,0.43,8.92,Michigan,18,2016
18,Grand Rapids,GRR,21,12/18/2016,"Grand Rapids, MI",23,12,12,0.73,9.28,Michigan,18,2016
14,Houghton Lake,HTL,26,12/18/2016,"Houghton Lake, MI",19,7,12,0.59,9.5,Michigan,18,2016
17,Lansing,LAN,25,12/18/2016,"Lansing, MI",23,10,12,0.37,8.97,Michigan,18,2016
6,Marquette,MQT,0,12/18/2016,"Marquette, MI",13,0,12,0.68,0,Michigan,18,2016
20,Muskegon,MKG,23,12/18/2016,"Muskegon, MI",25,15,12,0.32,11.07,Michigan,18,2016
12,Sault Ste Marie,ANJ,24,12/18/2016,"Sault Ste Marie, MI",19,5,12,1.3,7.4,Michigan,18,2016
-2,Duluth,DLH,29,12/18/2016,"Duluth, MN",5,-10,12,0.1,11.14,Minnesota,18,2016
-7,International Falls,INL,26,12/18/2016,"International Falls, MN",1,-17,12,0.03,6.62,Minnesota,18,2016
1,Minneapolis,MSP,24,12/18/2016,"Minneapolis, MN",9,-7,12,0.45,8.32,Minnesota,18,2016
0,Rochester,RST,24,12/18/2016,"Rochester, MN",8,-8,12,0.37,10.91,Minnesota,18,2016
-2,St Cloud,STC,23,12/18/2016,"St Cloud, MN",6,-11,12,0.35,8.54,Minnesota,18,2016
45,Greenville,GLH,6,12/18/2016,"Greenville, MS",55,35,12,0.56,12.21,Mississippi,18,2016
48,Greenwood,GWO,7,12/18/2016,"Greenwood, MS",58,36,12,1.52,8.85,Mississippi,18,2016
60,Gulfport,GPT,20,12/18/2016,"Gulfport, MS",69,50,12,2.15,6.71,Mississippi,18,2016
58,Hattiesburg,HBG,21,12/18/2016,"Hattiesburg, MS",69,46,12,2.94,5.58,Mississippi,18,2016
55,Jackson,JAN,22,12/18/2016,"Jackson, MS",65,44,12,1.51,8.18,Mississippi,18,2016
54,Meridian,MEI,17,12/18/2016,"Meridian, MS",65,44,12,1.33,7,Mississippi,18,2016
46,Tupelo,TUP,27,12/18/2016,"Tupelo, MS",56,36,12,1.71,8.88,Mississippi,18,2016
32,Cape Girardeau,CGI,16,12/18/2016,"Cape Girardeau, MO",41,22,12,0.1,7.7,Missouri,18,2016
21,Columbia,COU,21,12/18/2016,"Columbia, MO",28,13,12,0.07,7.81,Missouri,18,2016
18,Kansas City,MCI,20,12/18/2016,"Kansas City, MO",25,10,12,0.16,6.81,Missouri,18,2016
